0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.583333329999999539e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.166666670000000461e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.750000000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.333333329999999539e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.916666669999999906e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.499999999999999445e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.083333330000000372e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.666666669999999628e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.249999999999999722e-01 0.000000000000000000e+00
0.000000000000000000e+00 8.333333299999999555e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.166666699999999751e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.166666699999999751e-02 4.166666700000000445e-02 0.000000000000000000e+00
8.333333299999999555e-02 8.333333299999994004e-02 0.000000000000000000e+00
1.250000000000000000e-01 1.249999999999999584e-01 0.000000000000000000e+00
1.666666669999999906e-01 1.666666669999999906e-01 0.000000000000000000e+00
2.083333330000000094e-01 2.083333330000000372e-01 0.000000000000000000e+00
2.500000000000000000e-01 2.499999999999999167e-01 0.000000000000000000e+00
2.916666669999999906e-01 2.916666669999999906e-01 0.000000000000000000e+00
3.333333330000000094e-01 3.333333330000000094e-01 0.000000000000000000e+00
2.916666669999999906e-01 3.333333330000000094e-01 0.000000000000000000e+00
2.500000000000000000e-01 3.750000000000000000e-01 0.000000000000000000e+00
2.083333330000000094e-01 3.750000000000000000e-01 0.000000000000000000e+00
1.250000000000000000e-01 4.166666669999999906e-01 0.000000000000000000e+00
8.333333299999999555e-02 4.583333329999999539e-01 0.000000000000000000e+00
4.166666699999999751e-02 4.583333329999999539e-01 0.000000000000000000e+00
