  0.166666667  0.541666667  0.000000000      13
       1       1  -19.138216672  -23.018837350
       1       2  -11.878761612  -15.205260079
       1       3   -9.503637612  -12.613878057
       1       4   -5.976039819   -8.433032369
       1       5    1.651042888    3.062247748
       1       6    5.377258239    6.462294027
       1       7    6.674520504    7.153124457
       1       8    7.034787772    7.034711990
       1       9    7.885951584    8.123076431
       1      10    7.925555650    8.857985513
       1      11    8.560264002    9.421532627
       1      12    9.703857995   10.173820344
       1      13   10.303771309   11.004035455
  0.166666667  0.583333333  0.000000000      13
       1       1  -19.528862444  -23.420370043
       1       2  -11.228208538  -14.515958817
       1       3   -9.202220451  -12.279237472
       1       4   -6.539897562   -9.063620453
       1       5    2.338803615    3.810039936
       1       6    4.535276033    5.552105837
       1       7    5.844337263    6.229816156
       1       8    6.104834311    6.087527976
       1       9    7.029599508    7.266099435
       1      10    7.266343301    7.528937398
       1      11    8.264559016    9.765537960
       1      12    8.992361726    9.337297541
       1      13    9.446948931   10.077377424
  0.166666667  0.625000000  0.000000000      13
       1       1  -19.920579985  -23.821732227
       1       2  -10.542646900  -13.786598285
       1       3   -8.812414137  -11.847142856
       1       4   -7.093347736   -9.683407329
       1       5    2.963173620    4.449828552
       1       6    3.764884720    4.736619380
       1       7    5.142460897    5.492254334
       1       8    5.277983488    5.258641921
       1       9    6.282462937    6.551565180
       1      10    6.496388761    6.659087475
       1      11    8.133472881    9.644251652
       1      12    8.293244871    8.605306639
       1      13    8.634934547    9.362351201
  0.208333333  0.208333333  0.000000000      13
       1       1  -19.550520979  -23.443164891
       1       2  -11.077799022  -14.351181175
       1       3   -9.337470904  -12.430101683
       1       4   -6.571538283   -9.099017988
       1       5    2.421053827    3.899366326
       1       6    4.498407849    5.504234263
       1       7    5.793308581    6.178697317
       1       8    6.052008344    6.032674152
       1       9    6.975626795    7.213852421
       1      10    7.253010134    7.426568779
       1      11    8.752544802   10.553573169
       1      12    8.935428489    9.282534460
       1      13    9.166120859    9.777797446
  0.208333333  0.250000000  0.000000000      13
       1       1  -19.170050312  -23.054052924
       1       2  -11.617877166  -14.914294656
       1       3   -9.772915418  -12.917244032
       1       4   -6.024885509   -8.486617207
       1       5    1.805987541    3.232421010
       1       6    5.317666265    6.371550789
       1       7    6.563009918    7.044727462
       1       8    6.934256625    6.916761404
       1       9    7.771284858    8.010702527
       1      10    8.083790171    8.340160401
       1      11    9.009490004   10.664636418
       1      12    9.571667968   10.054070562
       1      13    9.958615443   10.830555262
  0.208333333  0.291666667  0.000000000      13
       1       1  -18.810593649  -22.686414691
       1       2  -12.123871679  -15.439009460
       1       3  -10.095966396  -13.281662503
       1       4   -5.493608229   -7.894482545
       1       5    1.200654386    2.569441025
       1       6    6.203117018    7.331085223
       1       7    7.379194237    8.056543585
       1       8    7.919013253    7.920795984
       1       9    8.617296867    8.894574097
       1      10    8.774509799    9.828646255
       1      11    9.332763920   10.205691328
       1      12   10.032140970   10.733671663
       1      13   10.738635101   11.872478760
  0.208333333  0.333333333  0.000000000      13
       1       1  -18.518331493  -22.391681103
       1       2  -12.529702351  -15.858426015
       1       3  -10.305909839  -13.518682748
       1       4   -5.044524291   -7.400348258
       1       5    0.692241229    2.017470975
       1       6    7.099764901    8.360694195
       1       7    8.078146528    9.134726719
       1       8    8.830137485    9.898994008
       1       9    9.117883556    9.584170922
       1      10    9.428283792    9.758441338
       1      11   10.173210195   10.686726092
       1      12   10.490260294   11.050017553
       1      13   10.976120629   12.109227528
  0.208333333  0.375000000  0.000000000      13
       1       1  -18.350067849  -22.223704975
       1       2  -12.759834502  -16.095202048
       1       3  -10.408851502  -13.634609242
       1       4   -4.775290118   -7.110034840
       1       5    0.390279722    1.695972716
       1       6    7.803087235    9.307761782
       1       7    8.412664957    9.790229260
       1       8    8.981544963   10.299066104
       1       9   10.108273801   10.846871180
       1      10   10.260398728   10.610227696
       1      11   10.364051537   10.837300020
       1      12   11.168269777   11.469623393
       1      13   11.456629789   11.637665147
  0.208333333  0.416666667  0.000000000      13
       1       1  -18.350067848  -22.223703162
       1       2  -12.759834502  -16.095135221
       1       3  -10.408851504  -13.634625945
       1       4   -4.775290120   -7.110058735
       1       5    0.390279727    1.696008800
       1       6    7.803087237    9.308096720
       1       7    8.412664952    9.790220900
       1       8    8.981544957   10.298299435
       1       9   10.108273802   10.847305532
       1      10   10.260398731   10.610273990
       1      11   10.364051537   10.837386775
       1      12   11.168269777   11.469627918
       1      13   11.456629788   11.637432014
  0.208333333  0.458333333  0.000000000      13
       1       1  -18.518331484  -22.391836749
       1       2  -12.529702358  -15.858202629
