  0.001000000  0.000000000  0.000000000      10       0
       1       1  -16.087326647   -0.000000000
       1       2  -13.178393476    0.000000000
       1       3  -18.186157108   -0.000000000
       1       4  -18.186176856   -0.000000000
       1       5   -4.213782720   -0.000000000
       1       6   -2.058557162   -0.000000000
       1       7   -0.301675066   -0.000000000
       1       8   -1.304869745   -0.000000000
       1       9   -1.201726714    0.000000000
       1      10   -2.207078579   -0.000000000
  0.001000000  0.041666667  0.000000000      10       0
       1       1  -16.095088104   -0.000000000
       1       2  -13.190017464   -0.000000000
       1       3  -18.117915390   -0.000000000
       1       4  -18.151872292    0.000000000
       1       5   -4.213636122   -0.000000000
       1       6   -2.079113900   -0.000000000
       1       7   -0.302121428   -0.000000000
       1       8   -1.316390053   -0.000000000
       1       9   -1.201920013   -0.000000000
       1      10   -2.263918622   -0.000000000
  0.001000000  0.083333333  0.000000000      10       0
       1       1  -16.118214477   -0.000000000
       1       2  -13.225130776   -0.000000000
       1       3  -17.937853778   -0.000000000
       1       4  -18.060840894   -0.000000000
       1       5   -4.215149697   -0.000000000
       1       6   -2.146608039   -0.000000000
       1       7   -0.303190147    0.000000000
       1       8   -1.355603143    0.000000000
       1       9   -1.204821263   -0.000000000
       1      10   -2.468152779   -0.000000000
  0.001000000  0.125000000  0.000000000      10       0
       1       1  -16.157335502   -0.000000000
       1       2  -13.285332299    0.000000000
       1       3  -17.689978344   -0.000000000
       1       4  -17.936288134   -0.000000000
       1       5   -4.226749100   -0.000000000
       1       6   -2.286251675   -0.000000000
       1       7   -0.304669550    0.000000000
       1       8   -1.443468751   -0.000000000
       1       9   -1.218502493   -0.000000000
       1      10   -2.980254367   -0.000000000
  0.001000000  0.166666667  0.000000000      10       0
       1       1  -16.213563541   -0.000000000
       1       2  -13.373665153   -0.000000000
       1       3  -17.412376246   -0.000000000
       1       4  -17.801600977    0.000000000
       1       5   -4.264155368   -0.000000000
       1       6   -2.572253695   -0.000000000
       1       7   -0.307252641   -0.000000000
       1       8   -1.649290200    0.000000000
       1       9   -1.261805996   -0.000000000
       1      10   -4.327968542   -0.000000000
  0.001000000  0.208333333  0.000000000      10       0
       1       1  -16.288588033   -0.000000000
       1       2  -13.494955632   -0.000000000
       1       3  -17.127334828   -0.000000000
       1       4  -17.673154703   -0.000000000
       1       5   -4.348741536   -0.000000000
       1       6   -3.264241418   -0.000000000
       1       7   -0.313439134    0.000000000
       1       8   -2.253904625   -0.000000000
       1       9   -1.386348231   -0.000000000
       1      10   -6.861710995   -0.000000000
  0.001000000  0.250000000  0.000000000      10       0
       1       1  -16.384762844   -0.000000000
       1       2  -16.844402195   -0.000000000
       1       3  -13.656200273   -0.000000000
       1       4  -17.559592714   -0.000000000
       1       5   -4.513117551    0.000000000
       1       6   -5.524896580    0.000000000
       1       7   -0.330706848   -0.000000000
       1       8   -4.038637037    0.000000000
       1       9   -1.795966965    0.000000000
       1      10   -5.487716854   -0.000000000
  0.001000000  0.291666667  0.000000000      10       0
       1       1  -16.505051030   -0.000000000
       1       2  -16.565638827   -0.000000000
       1       3  -17.464360073   -0.000000000
       1       4  -13.867668436   -0.000000000
       1       5   -4.824982280   -0.000000000
       1       6  -10.597376443    0.000000000
       1       7   -0.389876666   -0.000000000
       1       8   -2.952407506   -0.000000000
       1       9   -3.657600786   -0.000000000
       1      10   -2.044273321   -0.000000000
  0.001000000  0.333333333  0.000000000      10       0
       1       1  -16.652314060   -0.000000000
       1       2  -16.289683859    0.000000000
       1       3  -17.388169361   -0.000000000
       1       4  -14.142513590   -0.000000000
       1       5  -12.321231341   -0.000000000
       1       6   -5.462977248   -0.000000000
       1       7   -1.846292537   -0.000000000
       1       8   -0.744297815    0.000000000
       1       9   -8.285716034   -0.000000000
       1      10   -1.339069316   -0.000000000
  0.001000000  0.375000000  0.000000000      10       0
       1       1  -16.826440138   -0.000000000
       1       2  -16.016607064   -0.000000000
       1       3  -17.330373529   -0.000000000
       1       4  -14.493804829   -0.000000000
       1       5  -12.217076795   -0.000000000
       1       6   -6.934696842   -0.000000000
       1       7   -1.830581714   -0.000000000
       1       8   -6.272569015   -0.000000000
       1       9   -3.549830043   -0.000000000
       1      10   -1.227382955    0.000000000
  0.001000000  0.416666667  0.000000000      10       0
       1       1  -17.015762963   -0.000000000
       1       2  -15.757372364   -0.000000000
       1       3  -17.289999404    0.000000000
       1       4  -14.915667285   -0.000000000
       1       5  -11.764111124   -0.000000000
       1       6   -9.786911392   -0.000000000
       1       7   -6.998208591   -0.000000000
       1       8   -2.073882187    0.000000000
       1       9   -0.592664389   -0.000000000
       1      10   -1.259766046   -0.000000000
  0.001000000  0.458333333  0.000000000      10       0
       1       1  -17.180214413   -0.000000000
       1       2  -15.551403512   -0.000000000
       1       3  -17.266253918   -0.000000000
       1       4  -15.326897740   -0.000000000
       1       5  -11.299073178   -0.000000000
       1       6  -11.960778218   -0.000000000
       1       7   -5.391128896    0.000000000
       1       8   -2.597410801   -0.000000000
       1       9   -0.415234759   -0.000000000
       1      10   -1.505680232   -0.000000000
  0.001000000  0.500000000  0.000000000      10       0
       1       1  -17.248116271   -0.000000000
       1       2  -15.469967557   -0.000000000
       1       3  -17.258525016   -0.000000000
       1       4  -15.512301088   -0.000000000
       1       5  -11.092471659   -0.000000000
       1       6  -12.488576659   -0.000000000
       1       7   -5.463070757   -0.000000000
       1       8   -4.363157085   -0.000000000
       1       9   -4.072592915   -0.000000000
       1      10   -1.519977827   -0.000000000
  0.001000000  0.541666667  0.000000000      10       0
       1       1  -17.177090721   -0.000000000
       1       2  -15.555194240   -0.000000000
       1       3  -17.266635070    0.000000000
       1       4  -15.318612989   -0.000000000
       1       5  -11.308363604    0.000000000
       1       6  -11.931550925   -0.000000000
       1       7   -5.409717600   -0.000000000
