  0.000000000  0.000000000  0.000000000      13
       1       1  -21.798980541  -26.462545339
       1       2   -9.673880661  -12.877640767
       1       3   -5.754913083   -8.892128898
       1       4   -5.754912988   -8.892128802
       1       5    0.475130486    1.367974917
       1       6    1.541207148    1.939122897
       1       7    1.899006539    1.877965322
       1       8    2.776711235    2.975809089
       1       9    3.164832124    3.282448189
       1      10    4.773896764    5.106641130
       1      11    5.315982947    5.583424504
       1      12    7.127087541    9.161260759
       1      13    7.127087653    9.161260870
  0.000000000  0.041666667  0.000000000      13
       1       1  -21.765601050  -26.427226730
       1       2   -9.628530538  -12.826439401
       1       3   -5.896540678   -9.050329940
       1       4   -5.823095859   -8.963922205
       1       5    0.533098647    1.426762414
       1       6    1.593696459    1.995405221
       1       7    1.954697032    1.933871307
       1       8    2.829418455    3.029581219
       1       9    3.221144585    3.339357669
       1      10    4.820739532    5.160555353
       1      11    5.372861864    5.641873885
       1      12    7.103130194    9.108622449
       1      13    7.277967588    9.317741062
  0.000000000  0.083333333  0.000000000      13
       1       1  -21.665867461  -26.320890753
       1       2   -9.493129238  -12.674310434
       1       3   -6.301532481   -9.502635392
       1       4   -6.016458015   -9.168834517
       1       5    0.704266410    1.601507459
       1       6    1.750437492    2.164560044
       1       7    2.121572481    2.101283336
       1       8    2.986796151    3.190666971
       1       9    3.388978303    3.509158587
       1      10    4.957499844    5.323256517
       1      11    5.539202219    5.817784466
       1      12    7.042200485    8.979219923
       1      13    7.281498534    8.291157933
  0.000000000  0.125000000  0.000000000      13
       1       1  -21.501055637  -26.147074473
       1       2   -9.269076890  -12.421945980
       1       3   -6.918943035  -10.191945125
       1       4   -6.305373774   -9.477931299
       1       5    0.982851968    1.888623085
       1       6    2.008912758    2.447734602
       1       7    2.399188485    2.379559979
       1       8    3.246145750    3.458398929
       1       9    3.665682105    3.789923608
       1      10    5.168432687    5.599861577
       1      11    5.801093835    6.120724226
       1      12    6.971818978    8.805923143
       1      13    7.204378090    8.392816822
  0.000000000  0.166666667  0.000000000      13
       1       1  -21.273514639  -25.906143475
       1       2   -8.959106244  -12.072633966
       1       3   -7.687362081  -11.049775583
       1       4   -6.652928470   -9.852034765
       1       5    1.363626516    2.284548896
       1       6    2.362301398    2.848468751
       1       7    2.787077881    2.768094454
       1       8    3.599641024    3.832131814
       1       9    4.047922804    4.180134227
       1      10    5.399587301    6.006156686
       1      11    6.120461255    6.616386524
       1      12    6.943828565    8.557318176
       1      13    7.010159663    8.210076637
  0.000000000  0.208333333  0.000000000      13
       1       1  -20.987069151  -25.602253862
       1       2   -8.567629516  -11.630617668
       1       3   -8.548709875  -12.009404277
       1       4   -7.024211578  -10.253583253
       1       5    1.842637162    2.786803502
       1       6    2.789472069    3.379338324
       1       7    3.284780930    3.266484712
       1       8    4.020081868    4.315654413
       1       9    4.530817519    4.680925849
       1      10    5.485469734    6.434498959
       1      11    6.372398069    7.405307446
       1      12    6.898522423    7.716174840
       1      13    7.097802084    8.129908921
  0.000000000  0.250000000  0.000000000      13
       1       1  -20.647752093  -25.242923198
       1       2   -9.452940029  -13.013108100
       1       3   -8.101510291  -11.102582823
       1       4   -7.390023370  -10.651442084
       1       5    2.415539716    3.393265789
       1       6    3.199257350    4.082278506
       1       7    3.891579537    3.874587295
       1       8    4.389638843    4.890600516
       1       9    5.101878921    5.305491328
       1      10    5.398722372    6.234283674
       1      11    6.456139328    7.825327760
       1      12    7.170369722    7.617238003
       1      13    7.556974895    8.112360104
  0.000000000  0.291666667  0.000000000      13
